input_id,affinity_affinity_pred_value,affinity_affinity_pred_value1,affinity_affinity_pred_value2,affinity_affinity_probability_binary,affinity_affinity_probability_binary1,affinity_affinity_probability_binary2,confidence_complex_ipde,confidence_complex_iplddt,confidence_complex_pde,confidence_complex_plddt,confidence_confidence_score,confidence_iptm,confidence_ligand_iptm,confidence_protein_iptm,confidence_ptm
CHEMBL1195627,,,,,,,4.958954811096191,0.7225921750068665,1.393598198890686,0.7589371800422668,0.744117259979248,0.6848374605178833,0.6848374605178833,0.0,0.7206805348396301
CHEMBL1207015,,,,,,,2.5766212940216064,0.7948450446128845,1.0846449136734009,0.7939566969871521,0.7984282374382019,0.816314160823822,0.816314160823822,0.0,0.7707736492156982
CHEMBL1222818,,,,,,,4.584836959838867,0.6178060173988342,1.6364351511001587,0.7365055680274963,0.7247859239578247,0.6779071688652039,0.6779071688652039,0.0,0.6691839098930359
CHEMBL1253386,,,,,,,4.2189483642578125,0.5588194727897644,1.5257664918899536,0.7093138694763184,0.7062731385231018,0.694110095500946,0.694110095500946,0.0,0.6889742016792297
CHEMBL1272023,,,,,,,1.814896821975708,0.7492886781692505,1.3324508666992188,0.762942373752594,0.773448646068573,0.8154738545417786,0.8154738545417786,0.0,0.6871511936187744
CHEMBL128958,,,,,,,5.095431327819824,0.7611296772956848,1.8052301406860352,0.7450434565544128,0.7473644614219666,0.7566485404968262,0.7566485404968262,0.0,0.6313884258270264
CHEMBL1304746,,,,,,,6.0890278816223145,0.6857500672340393,1.9252052307128906,0.74029141664505,0.7032762169837952,0.5552154183387756,0.5552154183387756,0.0,0.612825870513916
CHEMBL1316233,,,,,,,2.698329448699951,0.7961669564247131,1.2041014432907104,0.7831082344055176,0.8022937774658203,0.8790357112884521,0.8790357112884521,0.0,0.7692629098892212
CHEMBL1321777,,,,,,,1.784117341041565,0.7348821759223938,1.0554767847061157,0.7701817154884338,0.7875281572341919,0.8569139242172241,0.8569139242172241,0.0,0.7780972123146057
CHEMBL1327971,,,,,,,3.2699151039123535,0.7333076000213623,1.5467345714569092,0.7467454075813293,0.7620178461074829,0.8231076002120972,0.8231076002120972,0.0,0.6533473134040833
CHEMBL1335143,,,,,,,3.485630512237549,0.6706655621528625,1.34526789188385,0.7455313801765442,0.7541670203208923,0.7887094020843506,0.7887094020843506,0.0,0.7293397784233093
CHEMBL1340152,,,,,,,2.6892178058624268,0.7129901647567749,1.090964436531067,0.783906102180481,0.7782829403877258,0.7557903528213501,0.7557903528213501,0.0,0.7759879231452942
CHEMBL1345604,,,,,,,4.287820339202881,0.7215184569358826,1.5415138006210327,0.764991819858551,0.7519913911819458,0.6999895572662354,0.6999895572662354,0.0,0.6898609399795532
CHEMBL1350137,,,,,,,4.437135696411133,0.684119701385498,1.2022812366485596,0.7744759917259216,0.7521869540214539,0.663030743598938,0.663030743598938,0.0,0.7949740886688232
CHEMBL1355820,,,,,,,3.599766254425049,0.7293794751167297,1.1914269924163818,0.7628631591796875,0.767683744430542,0.7869661450386047,0.7869661450386047,0.0,0.7482989430427551
CHEMBL1361665,,,,,,,2.0678834915161133,0.7992739081382751,0.9349678158760071,0.796678364276886,0.817547619342804,0.901024580001831,0.901024580001831,0.0,0.8212652206420898
CHEMBL1367008,,,,,,,3.72186279296875,0.623866081237793,1.2665009498596191,0.7571894526481628,0.7612595558166504,0.7775400876998901,0.7775400876998901,0.0,0.7681853771209717
CHEMBL1375103,,,,,,,4.125210762023926,0.5152519941329956,1.5683685541152954,0.7183153033256531,0.7037136554718018,0.6453070044517517,0.6453070044517517,0.0,0.6598425507545471
CHEMBL1380244,,,,,,,1.2283169031143188,0.8194789290428162,0.9406986832618713,0.7937456965446472,0.8171983957290649,0.911008894443512,0.911008894443512,0.0,0.796754002571106
CHEMBL1384436,,,,,,,2.09488844871521,0.8037065267562866,0.9269677996635437,0.7964479327201843,0.804356038570404,0.8359883427619934,0.8359883427619934,0.0,0.7904430031776428
CHEMBL1388240,,,,,,,5.685563564300537,0.6146607995033264,1.8498483896255493,0.7141058444976807,0.6829224824905396,0.5581890344619751,0.5581890344619751,0.0,0.626643180847168
CHEMBL1392283,,,,,,,0.8539360165596008,0.8455923199653625,1.3201335668563843,0.7383491396903992,0.7847492098808289,0.9703495502471924,0.9703495502471924,0.0,0.6356161832809448
CHEMBL1398275,,,,,,,2.6429975032806396,0.7959649562835693,1.4399698972702026,0.7566027045249939,0.7636464238166809,0.791821300983429,0.791821300983429,0.0,0.6648673415184021
CHEMBL1404831,,,,,,,4.851521015167236,0.6423806548118591,1.4980475902557373,0.7550927400588989,0.7420738339424133,0.6899982690811157,0.6899982690811157,0.0,0.7181122303009033
CHEMBL1413527,,,,,,,2.2852210998535156,0.7494157552719116,1.4097306728363037,0.7497902512550354,0.7647292017936707,0.8244849443435669,0.8244849443435669,0.0,0.6885480880737305
CHEMBL1418407,,,,,,,1.3704410791397095,0.7917907238006592,1.4950984716415405,0.7520523071289062,0.7824847102165222,0.9042143821716309,0.9042143821716309,0.0,0.6507635712623596
CHEMBL1423855,,,,,,,1.470661997795105,0.7811806797981262,1.0831801891326904,0.7719771862030029,0.8026806712150574,0.9254947900772095,0.9254947900772095,0.0,0.7562797665596008
CHEMBL1427353,,,,,,,1.0511411428451538,0.7701140642166138,0.8449006676673889,0.7797393202781677,0.8045129776000977,0.9036075472831726,0.9036075472831726,0.0,0.8245746493339539
CHEMBL1430230,,,,,,,2.886388063430786,0.7980473041534424,1.4974915981292725,0.7476915717124939,0.7648733854293823,0.8336005210876465,0.8336005210876465,0.0,0.6469369530677795
CHEMBL1437025,,,,,,,4.361441612243652,0.7313553094863892,1.5465177297592163,0.7502970695495605,0.7483617067337036,0.7406202554702759,0.7406202554702759,0.0,0.6938279271125793
CHEMBL1442539,,,,,,,4.931135177612305,0.7287581562995911,1.4765499830245972,0.7511261701583862,0.7427574992179871,0.7092826962471008,0.7092826962471008,0.0,0.7319797873497009
CHEMBL1447217,,,,,,,1.5056476593017578,0.7138059139251709,1.3154679536819458,0.7279608845710754,0.7608436346054077,0.8923745155334473,0.8923745155334473,0.0,0.6738450527191162
CHEMBL1450791,,,,,,,3.3277266025543213,0.720666229724884,1.4424182176589966,0.7481983304023743,0.7617500424385071,0.8159567713737488,0.8159567713737488,0.0,0.7004625797271729
