input_id,affinity_affinity_pred_value,affinity_affinity_pred_value1,affinity_affinity_pred_value2,affinity_affinity_probability_binary,affinity_affinity_probability_binary1,affinity_affinity_probability_binary2,confidence_complex_ipde,confidence_complex_iplddt,confidence_complex_pde,confidence_complex_plddt,confidence_confidence_score,confidence_iptm,confidence_ligand_iptm,confidence_protein_iptm,confidence_ptm
CHEMBL102607,1.4837027788162231,1.440148115158081,1.5272574424743652,0.20177596807479858,0.21551522612571716,0.1880366951227188,2.2052605152130127,0.7773159146308899,1.4931557178497314,0.7555263638496399,0.7737211585044861,0.8465000987052917,0.8465000987052917,0.0,0.6667252779006958
CHEMBL1082390,1.3852393627166748,1.227869987487793,1.542608618736267,0.18282975256443024,0.13065274059772491,0.23500676453113556,4.370576858520508,0.7257791757583618,1.4841560125350952,0.7508761286735535,0.7454205751419067,0.7235982418060303,0.7235982418060303,0.0,0.6865612864494324
CHEMBL1095963,1.188014268875122,1.0732022523880005,1.302826166152954,0.27812033891677856,0.21185287833213806,0.34438782930374146,1.042357087135315,0.8343058228492737,0.8800137639045715,0.7913585305213928,0.8190040588378906,0.9295861124992371,0.9295861124992371,0.0,0.8134722113609314
CHEMBL1172423,0.9896254539489746,0.9320878982543945,1.0471630096435547,0.27253562211990356,0.19048328697681427,0.35458797216415405,2.2234208583831787,0.6366170048713684,1.202182650566101,0.7406333684921265,0.7650348544120789,0.8626408576965332,0.8626408576965332,0.0,0.7500112056732178
CHEMBL1192956,1.8384244441986084,1.5572750568389893,2.1195738315582275,0.14151959121227264,0.12106876820325851,0.16197042167186737,5.1897969245910645,0.6878204941749573,1.5350115299224854,0.7488393783569336,0.7295727133750916,0.6525059342384338,0.6525059342384338,0.0,0.6965958476066589
CHEMBL120221,0.8749905824661255,0.4997013211250305,1.2502799034118652,0.38909828662872314,0.3938249349594116,0.3843716084957123,1.6232852935791016,0.8006963133811951,1.398672342300415,0.7634502053260803,0.7876371145248413,0.8843846917152405,0.8843846917152405,0.0,0.6758342385292053
CHEMBL1213278,1.6447081565856934,1.373667597770691,1.9157488346099854,0.11222273111343384,0.10164015740156174,0.12280531227588654,4.008077144622803,0.7861467003822327,1.5722585916519165,0.7631878852844238,0.7775304913520813,0.8349007368087769,0.8349007368087769,0.0,0.6742318868637085
CHEMBL1229883,1.3245642185211182,1.5539159774780273,1.095212459564209,0.36616337299346924,0.41662806272506714,0.31569865345954895,2.9851770401000977,0.7949132323265076,1.326771855354309,0.7709342837333679,0.7839719653129578,0.8361225724220276,0.8361225724220276,0.0,0.7335476875305176
CHEMBL1257395,0.6596620678901672,0.1998857706785202,1.1194384098052979,0.21086765825748444,0.09826666116714478,0.3234686553478241,1.2246439456939697,0.8260033130645752,1.337085485458374,0.7534127235412598,0.7827500700950623,0.9000993967056274,0.9000993967056274,0.0,0.6592059135437012
CHEMBL12806,1.2832417488098145,1.2643665075302124,1.3021169900894165,0.1944517344236374,0.1755932718515396,0.21331019699573517,2.029155969619751,0.7287092804908752,1.108626127243042,0.7401801347732544,0.7605418562889099,0.8419885635375977,0.8419885635375977,0.0,0.7597130537033081
CHEMBL1301591,1.563484787940979,0.8884761333465576,2.2384934425354004,0.31689226627349854,0.41102364659309387,0.2227608859539032,1.0687161684036255,0.8152624368667603,1.2958526611328125,0.7787688970565796,0.8101434707641602,0.9356420040130615,0.9356420040130615,0.0,0.6922078132629395
CHEMBL1306698,1.823049545288086,1.8304921388626099,1.8156070709228516,0.13491512835025787,0.116847924888134,0.15298232436180115,4.953990459442139,0.7093082666397095,1.6720105409622192,0.739922046661377,0.732768177986145,0.7041525840759277,0.7041525840759277,0.0,0.6853101849555969
CHEMBL1311908,1.7609968185424805,1.3593846559524536,2.162609100341797,0.1797880083322525,0.1451149582862854,0.2144610583782196,3.7375614643096924,0.7282410264015198,1.3404158353805542,0.7851963043212891,0.780957043170929,0.7639998197555542,0.7639998197555542,0.0,0.7464325428009033
CHEMBL1319064,2.053508996963501,2.131955146789551,1.9750629663467407,0.23846575617790222,0.27102580666542053,0.20590569078922272,2.3192250728607178,0.7842912077903748,1.2085094451904297,0.7724081873893738,0.7841944098472595,0.8313391804695129,0.8313391804695129,0.0,0.7424085736274719
CHEMBL1330120,1.0081517696380615,0.1471986472606659,1.8691048622131348,0.4079868197441101,0.457716166973114,0.3582575023174286,4.934882640838623,0.6383735537528992,1.4667737483978271,0.7548108696937561,0.7208279967308044,0.5848963856697083,0.5848963856697083,0.0,0.7304764986038208
CHEMBL1337423,0.39935502409935,-0.04786621406674385,0.8465762734413147,0.3318217396736145,0.27036452293395996,0.39327898621559143,1.671734094619751,0.7922561764717102,0.8539987802505493,0.7976412773132324,0.8059148192405701,0.8390088677406311,0.8390088677406311,0.0,0.8326098322868347
CHEMBL1342297,0.9975894093513489,0.6347588300704956,1.3604199886322021,0.23102691769599915,0.2078188955783844,0.2542349398136139,2.5388295650482178,0.8124644160270691,1.2665175199508667,0.7587658166885376,0.7856351733207703,0.8931125402450562,0.8931125402450562,0.0,0.7207582592964172
CHEMBL1347515,1.6900050640106201,1.6362802982330322,1.7437297105789185,0.17798635363578796,0.0984116643667221,0.257561057806015,4.032481670379639,0.7154211401939392,1.375528335571289,0.753518283367157,0.7532411217689514,0.7521323561668396,0.7521323561668396,0.0,0.7317252159118652
CHEMBL1353476,0.8121587038040161,0.49405521154403687,1.1302621364593506,0.13878317177295685,0.09127765893936157,0.18628868460655212,4.456815242767334,0.6222543716430664,1.5295727252960205,0.7398070096969604,0.7315427660942078,0.6984855532646179,0.6984855532646179,0.0,0.7125760316848755
CHEMBL1358530,1.2918016910552979,1.130732774734497,1.4528706073760986,0.30652758479118347,0.38514798879623413,0.2279071807861328,3.8269150257110596,0.7106603384017944,1.655622959136963,0.7396413683891296,0.7527770400047302,0.805319607257843,0.805319607257843,0.0,0.6599217057228088
CHEMBL1364152,0.534752607345581,0.6207448840141296,0.44876039028167725,0.2030298113822937,0.11663977801799774,0.28941985964775085,1.902055263519287,0.7357996702194214,1.3358283042907715,0.7607601284980774,0.7719005942344666,0.8164623379707336,0.8164623379707336,0.0,0.6911494135856628
CHEMBL1370207,1.4801106452941895,1.2237300872802734,1.736491322517395,0.1971743404865265,0.17531302571296692,0.21903565526008606,2.1677188873291016,0.6920487880706787,1.026593804359436,0.7785975337028503,0.785097599029541,0.8110979795455933,0.8110979795455933,0.0,0.7746433019638062
CHEMBL1377968,2.172140121459961,2.1317138671875,2.212566614151001,0.21141648292541504,0.24882982671260834,0.17400315403938293,2.6087446212768555,0.7475133538246155,1.490626335144043,0.7436339855194092,0.7722272276878357,0.8866002559661865,0.8866002559661865,0.0,0.654110848903656
CHEMBL1382605,1.3818652629852295,1.3577182292938232,1.4060122966766357,0.3094903230667114,0.3722962439060211,0.24668441712856293,2.073908805847168,0.7699277997016907,1.144336462020874,0.7693038582801819,0.7869642376899719,0.8576057553291321,0.8576057553291321,0.0,0.7683568000793457
CHEMBL1385997,0.1570717990398407,-0.03216001018881798,0.3463036119937897,0.34999459981918335,0.3604349195957184,0.3395542800426483,4.062985897064209,0.7130911350250244,1.272594690322876,0.769541323184967,0.7673499584197998,0.7585844397544861,0.7585844397544861,0.0,0.7629799842834473
CHEMBL1389705,1.6446430683135986,1.2436282634735107,2.0456578731536865,0.10909660160541534,0.07027094066143036,0.14792226254940033,4.580653190612793,0.7013777494430542,1.2730470895767212,0.7683924436569214,0.7456542253494263,0.6547011137008667,0.6547011137008667,0.0,0.7563334703445435
CHEMBL1395267,0.7677437663078308,0.5628811717033386,0.972606360912323,0.48496609926223755,0.5927070379257202,0.3772251307964325,2.1305160522460938,0.6813068985939026,0.9999857544898987,0.783868134021759,0.8005840182304382,0.8674473762512207,0.8674473762512207,0.0,0.7790749073028564
CHEMBL1401228,1.600754976272583,1.2407608032226562,1.9607490301132202,0.2311195731163025,0.28358837962150574,0.17865076661109924,4.383080005645752,0.7618510723114014,1.5222156047821045,0.7668005228042603,0.7630771994590759,0.7481839656829834,0.7481839656829834,0.0,0.7081093192100525
CHEMBL1408387,1.3671306371688843,1.3666861057281494,1.3675751686096191,0.2550022602081299,0.30332958698272705,0.20667493343353271,4.319777488708496,0.6357035636901855,1.4701650142669678,0.7554348707199097,0.7581478953361511,0.7690001130104065,0.7690001130104065,0.0,0.7186937928199768
CHEMBL141537,1.3869624137878418,1.4892406463623047,1.2846840620040894,0.2657037377357483,0.19359320402145386,0.3378142714500427,1.132191777229309,0.8071373701095581,1.399133324623108,0.7436503171920776,0.7832078337669373,0.9414379000663757,0.9414379000663757,0.0,0.6554604768753052
CHEMBL1419681,1.1230355501174927,0.8488234877586365,1.397247552871704,0.1418084055185318,0.06830479949712753,0.21531201899051666,3.3498542308807373,0.6633655428886414,1.0117024183273315,0.7811902761459351,0.7743525505065918,0.7470015287399292,0.7470015287399292,0.0,0.8423175811767578
CHEMBL1428398,1.0762052536010742,1.1714634895324707,0.9809470772743225,0.18420937657356262,0.10845470428466797,0.2599640488624573,1.6431654691696167,0.7517700791358948,1.2391685247421265,0.7733203768730164,0.7960959672927856,0.8871981501579285,0.8871981501579285,0.0,0.7371745705604553
CHEMBL1434193,1.258423089981079,0.6847134232521057,1.8321326971054077,0.2502349615097046,0.23740175366401672,0.26306819915771484,4.364162921905518,0.7548347115516663,1.4441741704940796,0.7848684191703796,0.7708398103713989,0.7147253155708313,0.7147253155708313,0.0,0.7232773303985596
CHEMBL1439035,1.3186380863189697,1.0000598430633545,1.637216329574585,0.21322423219680786,0.17850640416145325,0.24794206023216248,3.2164676189422607,0.7521116733551025,1.0884689092636108,0.7842362523078918,0.7752846479415894,0.7394780516624451,0.7394780516624451,0.0,0.793627917766571
CHEMBL1445554,1.2353832721710205,0.64176344871521,1.8290032148361206,0.21192589402198792,0.24960318207740784,0.174248605966568,4.272130489349365,0.7191712856292725,1.4750646352767944,0.7718887329101562,0.7614745497703552,0.7198178172111511,0.7198178172111511,0.0,0.71137535572052
CHEMBL1448399,1.3308570384979248,1.2342818975448608,1.4274322986602783,0.47233667969703674,0.6679500341415405,0.27672332525253296,1.7787038087844849,0.7324936389923096,1.1983927488327026,0.7465671896934509,0.775068461894989,0.8890737295150757,0.8890737295150757,0.0,0.73408043384552
CHEMBL1452321,1.0771963596343994,0.4798354506492615,1.6745573282241821,0.42095398902893066,0.5178992748260498,0.3240087032318115,4.014808177947998,0.6447283625602722,1.6153526306152344,0.7163962721824646,0.7375667095184326,0.8222484588623047,0.8222484588623047,0.0,0.6451511979103088
CHEMBL1456144,1.7791759967803955,1.4577699899673462,2.1005818843841553,0.1599896103143692,0.12980130314826965,0.19017791748046875,4.918524742126465,0.7740084528923035,1.6676446199417114,0.7858496308326721,0.7668182253837585,0.6906924843788147,0.6906924843788147,0.0,0.6730002164840698
CHEMBL1461519,0.7789092063903809,0.6433359980583191,0.9144824743270874,0.39115333557128906,0.47494494915008545,0.3073616921901703,1.5872751474380493,0.7849481701850891,1.1446908712387085,0.7917957305908203,0.7998968362808228,0.832301139831543,0.832301139831543,0.0,0.7212926149368286
CHEMBL1466359,1.775728464126587,1.717726230621338,1.8337308168411255,0.1366206258535385,0.08593558520078659,0.18730565905570984,3.5545504093170166,0.7527234554290771,1.4472236633300781,0.7520856261253357,0.7641801834106445,0.8125583529472351,0.8125583529472351,0.0,0.6871630549430847
CHEMBL1470313,1.7411831617355347,1.8907583951950073,1.591607928276062,0.2146269679069519,0.19902381300926208,0.23023013770580292,3.4519076347351074,0.8027025461196899,1.2872560024261475,0.7644088864326477,0.7764970660209656,0.8248496651649475,0.8248496651649475,0.0,0.7428091168403625
